onset	duration	trial_type	value	sample	stim_file
1.94921875	0.0	image/10	10	998	nsd/3386.png
2.736328125	0.0	image/102	102	1401	nsd/8843.png
3.537109375	0.0	image/106	106	1811	nsd/9048.png
5.169921875	0.0	image/30	30	2647	nsd/4423.png
5.96484375	0.0	image/61	61	3054	nsd/6444.png
6.787109375	0.0	image/37	37	3475	nsd/4835.png
7.615234375	0.0	image/103	103	3899	nsd/8925.png
8.421875	0.0	image/67	67	4312	nsd/6640.png
9.203125	0.0	image/19	19	4712	nsd/3842.png
9.984375	0.0	image/47	47	5112	nsd/5427.png
10.8046875	0.0	image/28	28	5532	nsd/4249.png
11.60546875	0.0	image/85	85	5942	nsd/7954.png
12.4375	0.0	image/42	42	6368	nsd/5106.png
13.255859375	0.0	image/80	80	6787	nsd/7659.png
14.81640625	0.0	image/83	83	7586	nsd/7944.png
15.58203125	0.0	image/57	57	7978	nsd/6132.png
16.373046875	0.0	image/16	16	8383	nsd/3687.png
17.203125	0.0	image/1	1	8808	nsd/2950.png
18.01953125	0.0	image/83	83	9226	nsd/7944.png
19.615234375	0.0	image/15	15	10043	nsd/3682.png
20.421875	0.0	image/34	34	10456	nsd/4690.png
21.251953125	0.0	image/7	7	10881	nsd/3164.png
22.025390625	0.0	image/18	18	11277	nsd/3809.png
22.8359375	0.0	image/40	40	11692	nsd/4930.png
23.619140625	0.0	image/25	25	12093	nsd/4058.png
24.38671875	0.0	image/46	46	12486	nsd/5338.png
25.193359375	0.0	image/87	87	12899	nsd/8109.png
26.00390625	0.0	image/88	88	13314	nsd/8204.png
26.7890625	0.0	image/81	81	13716	nsd/7840.png
27.59375	0.0	image/75	75	14128	nsd/7366.png
28.369140625	0.0	image/39	39	14525	nsd/4892.png
29.16015625	0.0	image/62	62	14930	nsd/6489.png
29.9609375	0.0	image/60	60	15340	nsd/6431.png
31.578125	0.0	image/110	110	16168	nsd/9462.png
32.361328125	0.0	image/21	21	16569	nsd/3856.png
33.189453125	0.0	image/93	93	16993	nsd/8387.png
33.99609375	0.0	image/90	90	17406	nsd/8262.png
34.8046875	0.0	image/7	7	17820	nsd/3164.png
35.62890625	0.0	image/107	107	18242	nsd/9147.png
36.412109375	0.0	image/93	93	18643	nsd/8387.png
37.197265625	0.0	image/37	37	19045	nsd/4835.png
37.978515625	0.0	image/57	57	19445	nsd/6132.png
38.796875	0.0	image/76	76	19864	nsd/7409.png
39.580078125	0.0	image/19	19	20265	nsd/3842.png
40.390625	0.0	image/20	20	20680	nsd/3847.png
41.197265625	0.0	image/30	30	21093	nsd/4423.png
41.9921875	0.0	image/96	96	21500	nsd/8435.png
42.7578125	0.0	image/38	38	21892	nsd/4869.png
43.525390625	0.0	image/51	51	22285	nsd/5574.png
44.30859375	0.0	image/14	14	22686	nsd/3626.png
45.099609375	0.0	image/115	115	23091	nsd/9865.png
45.927734375	0.0	image/31	31	23515	nsd/4436.png
47.52734375	0.0	image/24	24	24334	nsd/4051.png
48.310546875	0.0	image/94	94	24735	nsd/8394.png
49.1171875	0.0	image/91	91	25148	nsd/8274.png
49.916015625	0.0	image/8	8	25557	nsd/3171.png
50.748046875	0.0	image/84	84	25983	nsd/7948.png
51.517578125	0.0	image/72	72	26377	nsd/7120.png
52.310546875	0.0	image/29	29	26783	nsd/4325.png
53.09375	0.0	image/48	48	27184	nsd/5459.png
54.65234375	0.0	image/67	67	27982	nsd/6640.png
55.435546875	0.0	image/120	120	28383	nsd/10064.png
56.267578125	0.0	image/112	112	28809	nsd/9722.png
57.052734375	0.0	image/117	117	29211	nsd/9978.png
57.830078125	0.0	image/92	92	29609	nsd/8318.png
58.630859375	0.0	image/44	44	30019	nsd/5285.png
59.435546875	0.0	image/95	95	30431	nsd/8415.png
60.248046875	0.0	image/110	110	30847	nsd/9462.png
61.796875	0.0	image/80	80	31640	nsd/7659.png
62.62109375	0.0	image/94	94	32062	nsd/8394.png
64.205078125	0.0	image/15	15	32873	nsd/3682.png
65.005859375	0.0	image/116	116	33283	nsd/9917.png
65.8359375	0.0	image/70	70	33708	nsd/7007.png
66.65625	0.0	image/79	79	34128	nsd/7654.png
67.44921875	0.0	image/89	89	34534	nsd/8225.png
68.255859375	0.0	image/33	33	34947	nsd/4667.png
69.056640625	0.0	image/109	109	35357	nsd/9434.png
69.833984375	0.0	image/45	45	35755	nsd/5301.png
71.490234375	0.0	image/43	43	36603	nsd/5204.png
72.32421875	0.0	image/102	102	37030	nsd/8843.png
73.154296875	0.0	image/33	33	37455	nsd/4667.png
74.724609375	0.0	image/74	74	38259	nsd/7336.png
75.5078125	0.0	image/62	62	38660	nsd/6489.png
76.32421875	0.0	image/114	114	39078	nsd/9847.png
77.125	0.0	image/5	5	39488	nsd/3146.png
78.669921875	0.0	image/81	81	40279	nsd/7840.png
79.458984375	0.0	image/31	31	40683	nsd/4436.png
80.2421875	0.0	image/113	113	41084	nsd/9804.png
81.01953125	0.0	image/2	2	41482	nsd/2990.png
81.8046875	0.0	image/107	107	41884	nsd/9147.png
82.5703125	0.0	image/71	71	42276	nsd/7039.png
83.376953125	0.0	image/75	75	42689	nsd/7366.png
84.16015625	0.0	image/74	74	43090	nsd/7336.png
84.955078125	0.0	image/50	50	43497	nsd/5542.png
85.76171875	0.0	image/73	73	43910	nsd/7207.png
86.5390625	0.0	image/111	111	44308	nsd/9680.png
87.3046875	0.0	image/84	84	44700	nsd/7948.png
88.111328125	0.0	image/65	65	45113	nsd/6524.png
88.9453125	0.0	image/70	70	45540	nsd/7007.png
89.72265625	0.0	image/108	108	45938	nsd/9230.png
90.48828125	0.0	image/18	18	46330	nsd/3809.png
92.080078125	0.0	image/96	96	47145	nsd/8435.png
92.890625	0.0	image/28	28	47560	nsd/4249.png
93.697265625	0.0	image/76	76	47973	nsd/7409.png
94.49609375	0.0	image/105	105	48382	nsd/9027.png
96.11328125	0.0	image/68	68	49210	nsd/6713.png
96.92578125	0.0	image/72	72	49626	nsd/7120.png
97.69140625	0.0	image/5	5	50018	nsd/3146.png
98.494140625	0.0	image/17	17	50429	nsd/3729.png
99.29296875	0.0	image/59	59	50838	nsd/6222.png
100.109375	0.0	image/41	41	51256	nsd/5034.png
100.8984375	0.0	image/91	91	51660	nsd/8274.png
101.728515625	0.0	image/119	119	52085	nsd/10046.png
102.54296875	0.0	image/64	64	52502	nsd/6521.png
104.126953125	0.0	image/86	86	53313	nsd/8006.png
104.93359375	0.0	image/97	97	53726	nsd/8465.png
105.728515625	0.0	image/82	82	54133	nsd/7859.png
106.494140625	0.0	image/54	54	54525	nsd/5714.png
107.30078125	0.0	image/27	27	54938	nsd/4156.png
108.083984375	0.0	image/69	69	55339	nsd/6801.png
108.87890625	0.0	image/63	63	55746	nsd/6514.png
109.66015625	0.0	image/77	77	56146	nsd/7418.png
110.46875	0.0	image/109	109	56560	nsd/9434.png
111.26171875	0.0	image/99	99	56966	nsd/8631.png
112.048828125	0.0	image/44	44	57369	nsd/5285.png
112.818359375	0.0	image/59	59	57763	nsd/6222.png
113.63671875	0.0	image/69	69	58182	nsd/6801.png
114.447265625	0.0	image/79	79	58597	nsd/7654.png
115.236328125	0.0	image/49	49	59001	nsd/5502.png
116.013671875	0.0	image/25	25	59399	nsd/4058.png
116.814453125	0.0	image/113	113	59809	nsd/9804.png
118.453125	0.0	image/88	88	60648	nsd/8204.png
119.25390625	0.0	image/13	13	61058	nsd/3489.png
